pr_id,issue_number,issue_title,issue_reporter,issue_state,is_reporter_human,ai_commits,human_commits,total_commits,ai_comments,has_ai_review,ai_tools_involved,commit_authors
3268164028,7931,Extending a type with a generic method causes compile error.,csyonghe,closed,True,8,0,8,1,True,"Copilot, copilot-swe-agent[bot]",
3268208096,16908,Remove D417 from Ruff lint rules (duplicate with clint),harupy,closed,True,2,1,3,1,False,github-actions[bot],
3268223958,16910,Remove ParamSpec from typing-extensions-allowlist after dropping Python 3.9 support,harupy,closed,True,2,0,2,2,False,github-actions[bot],
3268294728,16912,Update setup-python action to remove Python 3.9 and add Python 3.11 support,harupy,closed,True,3,0,3,1,True,"github-actions[bot], copilot-swe-agent[bot]",
3108861090,16006,Remove .github/workflows/sync.py as it is no longer used,harupy,closed,True,2,0,2,1,True,"github-actions[bot], copilot-pull-request-reviewer[bot]",
3108908027,16008,Remove `dev/check-notebooks.sh` and use `clint` instead,harupy,closed,True,7,1,8,1,True,"github-actions[bot], copilot-swe-agent[bot]",
3109263417,16013,Support string guidelines for `meets_guidelines` judge,B-Step62,closed,True,3,0,3,1,True,"github-actions[bot], copilot-swe-agent[bot]",
3109359968,1808,Attr cache memory cleanup required,vibhansa-msft,closed,True,6,6,12,0,True,"copilot-pull-request-reviewer[bot], copilot-swe-agent[bot]",
3109377617,3031,Obscure Error,Mike-E-angelo,open,True,1,0,1,1,False,Copilot,
3109408352,3026,no Debian/ARM64 package for azcopy,nbuwe,open,True,4,0,4,0,True,"copilot-pull-request-reviewer[bot], copilot-swe-agent[bot]",
3109511414,133,[Bug] Labels are clipped when rotating,JBoschma,open,True,2,0,2,1,False,sonarqubecloud[bot],
3109513181,131,列表间距有些问题,LeoNicatot,open,True,3,0,3,1,False,sonarqubecloud[bot],
3109523791,3017,azcopy sync print failure logs for directory that has only subdirectory with files,rajsshah86,open,True,2,0,2,0,False,None,
3109525942,2792,"AZCOPY_AUTO_LOGIN_TYPE=""MSI"" fails due to host port number interfering with trusted domain suffix detection",ohads-MSFT,open,True,2,0,2,0,False,None,
3109541003,2998,Copying large files from an Azure virtual machine to a local server is unstable and prone to failure during the process.,LeoandHenry,open,True,1,0,1,0,False,None,
3150841632,10210,[copilot] build can fail on `<GitCommitInfo/>` task,jonathanpeppers,closed,True,2,0,2,0,False,None,
3150912798,148945,Support JSON file as a policy backend on Linux,joaomoreno,open,True,5,0,5,3,False,Copilot,
3150960964,6293,Guard for situations with infinite redirections by using a counter.,thewahome,open,True,5,2,7,0,True,copilot-swe-agent[bot],
3151002300,6165,Use the async APIs instead of the sync APIs for file access,thewahome,closed,True,3,2,5,1,False,Copilot,
3151126402,6732,Zip Archive activities,lukhipolito,closed,True,2,0,2,1,False,microsoft-github-policy-service[bot],
3151210646,122,Проверка интерфейса напильника/заготовки/рогатки/приемки через &Приемка,nixel2007,closed,True,4,1,5,8,False,"coderabbitai[bot], Copilot, sonar-openbsl-ru-qa-bot[bot]",
3151211971,5791,Analyzer + code fix to move off of StringAssert APIs,Evangelink,closed,True,5,6,11,2,True,"Copilot, copilot-swe-agent[bot]",
3151219647,5770,Improve message for ContainsSingle ,nohwnd,closed,True,7,6,13,5,True,"codecov-commenter, Copilot, copilot-swe-agent[bot]",
3151237217,1239,NullReferenceException in NpmLockfileDetectorBase,gbtec-georgs,closed,True,7,1,8,2,True,"github-actions[bot], copilot-swe-agent[bot], codecov[bot]",
3151242547,49415,SDK should disable default item globbing when asking MSBuild to perform implicit Restores,baronfel,closed,True,2,0,2,0,False,None,
3151249906,746,[FEATURE] CLI: `vlt help <cmd>` should work the same as `vlt <cmd> --help`,isaacs,closed,True,5,2,7,3,False,"Copilot, vercel[bot]",
3151370964,12024,Add fast-paths for property functions used in template projects,rainersigwald,open,True,3,0,3,1,False,dotnet-policy-service[bot],
3151403816,9892,Outloop Tests running on a fork,romanrozinov,closed,True,2,0,2,0,True,copilot-pull-request-reviewer[bot],
3151403894,354,Support `--agent` parameter for the `aish` executable,StevenBucher98,open,True,2,0,2,0,False,None,
3151417956,1560,KeyError for torch.uint8 in make_tensor_proto_from_tensor due to missing dtype mapping,HyunhoAhn,closed,True,3,0,3,0,True,copilot-swe-agent[bot],
3151439757,160,Patch order sometimes wrong,jbussemaker,open,True,3,0,3,1,False,Copilot,
3151469750,124,Рефакторинг ФабрикаЖелудей,nixel2007,open,True,3,0,3,2,False,Copilot,
3215964049,35032,Completing a task with a form via enter doesn't persist variable value,vsgoulart,closed,True,2,0,2,0,False,None,
3215992008,1657,Cursor cannot use higher version of tinymist,Myriad-Dreamin,open,True,5,4,9,1,False,Copilot,
3216013583,863,Normalized schema: add support for rain/precipitations ,colinsurprenant,closed,True,2,0,2,0,False,None,
3216175364,87,Implement occasional maintenance task to remove old non-critical data (request and response events),rolznz,closed,True,4,0,4,0,False,None,
3216197213,396,Text color issue on Edge mobile,gkulin,closed,True,2,0,2,0,False,None,
3216208267,171,ClipVitB32 intermittently returns random results after update to v5.0,AdrianEddy,open,True,4,0,4,1,True,"Copilot, copilot-swe-agent[bot]",
3234025898,19827,Use `certifi` wheel instead of the `mozilla-ca` submodule,richardkiss,closed,True,4,0,4,3,False,"Copilot, socket-security[bot]",
3234061012,3234,Compilation hangs if the case class has a new field but slick.relational.Table doesn't have the new field yet. This is only true when using HNil,tanin47,open,True,7,0,7,6,False,"github-actions[bot], Copilot",
3234065894,7917,Bump to latest TypeSpec/compiler and dependencies,JoshLove-msft,closed,True,3,5,8,3,True,"github-actions[bot], Copilot, copilot-swe-agent[bot]",
3234115546,617,Allow Resource Group Option to be reused in child commands.,jongio,open,True,5,3,8,2,True,"Copilot, azure-pipelines[bot], copilot-swe-agent[bot]",
3234138504,619,"Live tests for Grafana and AKS fail with message ""Failed to deserialize JSON response""",vcolin7,closed,True,3,0,3,2,True,"copilot-pull-request-reviewer[bot], azure-pipelines[bot]",
3234152217,2258,Shake Card,kellyelton,closed,True,5,9,14,2,True,"Copilot, copilot-swe-agent[bot]",
3234170949,7919,[python][copilot] upgrade dependencies for http-client-python,msyyc,closed,True,3,0,3,0,False,None,
3234200031,11010,Jupyter kernel restarts when the `ipynb` file is renamed,apcamargo,open,True,5,0,5,1,False,Copilot,
3234203382,7921,"http-client-java, update dependency to latest",weidongxu-microsoft,closed,True,3,0,3,1,False,Copilot,
3190424487,317,feat: add loom test,kemingy,open,True,12,0,12,2,True,"Copilot, copilot-swe-agent[bot]",
3190486831,4977,Support submitting multiple transactions from the same account in txsim,evan-forbes,open,True,4,1,5,2,False,"Copilot, microsoft-github-policy-service[bot]",
3190514750,336,Names values should be calculated at plan time instead of apply time,arnaudlh,open,True,6,0,6,5,False,"sonarqubecloud[bot], Copilot",
3190536492,7782,[http-client-csharp] Update version of `@azure-tools/typespec-client-generator-core` to `0.57.2`,ArcturusZhang,closed,True,4,1,5,2,True,"github-actions[bot], Copilot, copilot-swe-agent[bot]",
3190548666,692,Consider context of image warnings,sybrew,open,True,3,0,3,0,True,copilot-swe-agent[bot],
3190568208,442,Scheduler: Get Schedules Method,jamesmh,closed,True,3,1,4,0,True,"copilot-pull-request-reviewer[bot], copilot-swe-agent[bot]",
3190592102,16709,When using the install package tool avoid prompting to restart kernel if no cells have been executed,DonJayamanne,open,True,1,0,1,0,False,None,
3190612638,13150,Implement snapToInterval property for ScrollView for fabric,jonthysell,closed,True,9,2,11,5,True,"Copilot, azure-pipelines[bot], copilot-swe-agent[bot]",
3190612959,13148,Implement snapToAlignment property for ScrollView for fabric,jonthysell,closed,True,11,1,12,8,True,"Copilot, azure-pipelines[bot], copilot-swe-agent[bot]",
3190616003,163,Reduce max timeout to 30 seconds,aaronpowell,closed,True,5,0,5,1,True,"Copilot, copilot-swe-agent[bot]",
3081695764,61222,Consider improvements to reduce allocations in validation filter logic,captainsafia,closed,True,5,0,5,1,True,"Copilot, copilot-swe-agent[bot]",
3081705392,64,Implement Dependabot,unibeck,closed,True,2,0,2,0,False,None,
3081715193,1604,"Upgrade Fails with ""The role assignment already exists""",DMarshall-1,closed,True,3,1,4,0,True,copilot-swe-agent[bot],
3081719238,1060,Upgrade WebJobHelloWorld sample to .NET 8,zhenlan,closed,True,6,0,6,0,True,copilot-swe-agent[bot],
3081726196,9457,Graceful error handling for offline scenarios in 'aspire new' and 'aspire add' commands,mitchdenny,closed,True,2,0,2,0,True,copilot-pull-request-reviewer[bot],
3081726892,1212,Review and update documentation,badrishc,closed,True,3,1,4,0,True,copilot-pull-request-reviewer[bot],
3081738226,22,Track codegen-sh PRs,aavetis,closed,True,1,0,1,1,False,Copilot,
3081741730,22,Track codegen-sh PRs,aavetis,closed,True,1,0,1,1,False,Copilot,
3081744530,22,Track codegen-sh PRs,aavetis,closed,True,1,0,1,1,False,Copilot,
3081770176,115853,CORCOMPILE_FIXUP_BLOB_KIND is redundant code,jkotas,closed,True,8,6,14,2,True,"Copilot, azure-pipelines[bot], copilot-swe-agent[bot]",
3081797109,22,Track codegen-sh PRs,aavetis,closed,True,1,0,1,1,False,Copilot,
3081803622,3953,[Bug]: Duplicate tracks on the same path,Morikko,open,True,3,0,3,3,False,Copilot,
3081816195,291,[s3-aws] optional_object_attributes for ListObjectsV2Input should be Option,tmlye,open,True,3,0,3,2,True,"copilot-pull-request-reviewer[bot], sonarqubecloud[bot]",
3081816409,4055,[Bug]: Custom tags defined as floats appear to be treated as strings in smart playlists,pruperting,closed,True,3,0,3,1,True,"Copilot, copilot-swe-agent[bot]",
3081843650,22,Track codegen-sh PRs,aavetis,closed,True,1,0,1,1,False,Copilot,
3081858153,7420,[http-spec] Add test cases for additional special words,v-jiaodi,open,True,5,0,5,3,False,"Copilot, microsoft-github-policy-service[bot]",
3081925002,9042,Add TrySubscribeOnce API in IDistributedApplicationEventing,mitchdenny,open,True,3,1,4,3,True,"copilot-pull-request-reviewer[bot], Copilot",
3081978815,106,Allow launching of arbitrary game files w/o a profile,JMBeresford,open,True,9,0,9,4,True,"Copilot, copilot-swe-agent[bot]",
3081999258,112376,Use new TypeName methods in runtime tools,jkotas,closed,True,5,0,5,1,True,"Copilot, copilot-swe-agent[bot]",
3082019461,61956,JSON Patch request body should use content-type application/json-patch+json,mikekistler,closed,True,9,0,9,2,True,"Copilot, copilot-swe-agent[bot]",
3082070083,1765,Support cleanup-on-start or empty-dir-check as BlobFuse2 CLI parameters for block_cache mode ,srxmsft,closed,True,14,15,29,3,True,"copilot-pull-request-reviewer[bot], Copilot, copilot-swe-agent[bot]",
3174292878,24780,upgrade emitter and tsp version,JiaqiZhang-Dev,closed,True,1,0,1,0,False,None,
3174376812,7,Add links to devin's search queries in README,aavetis,closed,True,5,0,5,4,False,"coderabbitai[bot], Copilot, vercel[bot]",
3174422091,31,Support AggregateExceptions?,DennisDyallo,closed,True,6,0,6,5,False,"coderabbitai[bot], Copilot, vercel[bot]",
3174426696,46356,[Breaking change]: Single-file applications no longer always look for native libraries in executable directory,elinor-fung,closed,True,1,0,1,0,False,None,
3174426695,61,Upgrade app to React,akshatmittal,open,True,4,0,4,2,False,"Copilot, vercel[bot]",
3174443041,110,List indentation doesn't work,msander1983,closed,True,2,0,2,1,False,vercel[bot],
3174466173,126,Refactoring: Encapsulate genome properties in an own structure.,chrxh,closed,True,10,0,10,9,False,"coderabbitai[bot], Copilot, vercel[bot]",
3174468203,157,"docs: add branch stability notice to README, recommend using release versions",U8F69,closed,True,3,0,3,1,False,vercel[bot],
3174485957,170,"README lists ""Configure monitoring options"" command which does not exist",joshfree,closed,True,6,0,6,3,False,"Copilot, vercel[bot]",
3174512200,10036,Refactor publishing state model and CLI protocol to aggregate CompletionState at all levels,davidfowl,closed,True,11,3,14,2,True,"Copilot, copilot-swe-agent[bot]",
3174567386,29,[feat] setup a simple ONNX container that runs on ACA,manekinekko,open,True,4,0,4,1,False,Copilot,
3174573841,93,[docs] add new sections under docs,manekinekko,open,True,2,0,2,0,False,None,
3174598000,1782,Create iteration as a kind in Azure DevOps integration,canny[bot],open,False,2,2,4,3,False,"aws-amplify-eu-west-1[bot], qodo-merge-pro[bot]",
3174604777,3887,Add feature support check before invoking it,LiliDeng,closed,True,3,0,3,0,True,copilot-swe-agent[bot],
3174649732,32,"Cursor rules use the `.mdc` extension, not `.md`",intellectronica,closed,True,2,0,2,0,False,None,
3174774896,682,Support Close/Close all for notification manager,rabbitism,open,True,3,0,3,1,False,Copilot,
3174935003,7738,[http-client-csharp] Add update method for InputModelProperty,live1206,closed,True,6,0,6,0,True,copilot-swe-agent[bot],
3175054599,331,Kubernetes and terraform support,vvhit-solutions,open,True,11,1,12,8,False,"sonarqubecloud[bot], Copilot",
3175169812,6559,chore: Update the Windows 2025 version in windowscsehelper.ps1,smith1511,open,True,3,0,3,2,True,"Copilot, copilot-swe-agent[bot]",
3175188468,4464,TRE processor/UI does not seem to be picking up VM resource status changes/operations,ericmeans3cloud,open,True,5,6,11,8,True,"github-actions[bot], Copilot, copilot-pull-request-reviewer[bot]",
3175189078,1704,Issue: Improve Sample Prioritization Logic for Copilot Agent Mode Search,Pawank-MSFT,closed,True,2,0,2,0,False,None,
3166380013,694,docs: document buildkit drivers specifically kubernetes driver,sozercan,open,True,6,2,8,2,False,Copilot,
3166454125,738,WithNpmPackageInstallation - easily add flags to pass to npm,maddymontaquila,closed,True,3,2,5,1,False,github-actions[bot],
3166462574,16375,Update Ruff linter to version 0.12.0,harupy,closed,True,2,0,2,2,True,"github-actions[bot], copilot-pull-request-reviewer[bot]",
3166618227,238279,Hovering over an expression with a `!` (like `foo!.bar`) while debugging does not evaluate the expression,DanTup,open,True,5,0,5,2,True,"Copilot, copilot-swe-agent[bot]",
3166683250,16384,Add maintainer checkbox validation to autoformat workflow,harupy,closed,True,3,0,3,2,True,"github-actions[bot], copilot-swe-agent[bot]",
3166697799,1754,Convert `.Draggable` to UI drag detectors,ccuser44,open,True,4,1,5,4,True,"copilot-pull-request-reviewer[bot], github-actions[bot], Copilot, codecov[bot]",
3166878308,16388,Fix incorrect usage of pytest.warns in test_langchain_model_export.py,harupy,closed,True,2,0,2,2,False,github-actions[bot],
3167001050,24780,upgrade emitter and tsp version,JiaqiZhang-Dev,closed,True,2,0,2,0,False,None,
3167033946,24780,upgrade emitter and tsp version,JiaqiZhang-Dev,closed,True,2,0,2,0,False,None,
3167044011,16391,Enable pytest-warns-too-broad and pytest-warns-with-multiple-statements Ruff rules,harupy,closed,True,2,0,2,2,False,github-actions[bot],
3167148478,189,Release 2.3.0 for win-x64 does not respect InitClientEncryption configuration,mazuschlag,closed,True,2,1,3,0,True,copilot-pull-request-reviewer[bot],
3167247025,23268,Copy font assets only works at second build,AlleSchonWeg,open,True,2,0,2,2,False,"Copilot, azure-pipelines[bot]",
3167405378,8629,Sepolia: Pre-merge expiry prunes terminal PoW block,yorickdowne,closed,True,4,0,4,1,False,Copilot,
3167462922,33982,Avoid Pods crashlooping when elasticsearch is unavailable,houssain-barouni,closed,True,2,0,2,1,True,"Copilot, copilot-swe-agent[bot]",
3167629205,2771,Fix broken links,MrHinsh,closed,True,2,0,2,0,False,None,
3167637467,5460,Update gh cli version to version 2.75.0,vhvb1989,closed,True,4,6,10,2,False,"Copilot, vercel[bot]",
3125682958,244918,code-tunnel.exe should get the same fig completions as code-tunnel on Windows,Tyriar,closed,True,2,4,6,1,False,Copilot,
3125695545,1931,Update the github test workflows to run also on push to main,rach-id,closed,True,2,2,4,0,False,None,
3125696843,1927,Fix the Golangci-lint,rach-id,open,True,2,0,2,0,False,None,
3125703292,29699,java.lang.IllegalArgumentException: You cannot start a load for a destroyed activity - glide,LeoJHarris,open,True,4,0,4,1,True,"Copilot, copilot-swe-agent[bot]",
3125706805,1924,delete the memstats routine,rach-id,closed,True,2,12,14,0,False,None,
3125708547,1925,change BLOCKPROP reactor name to recovery when refering to it,rach-id,closed,True,4,7,11,2,True,"Copilot, copilot-swe-agent[bot]",
3125710825,1923,update the parts channel capacity to 2500,rach-id,closed,True,3,4,7,1,False,Copilot,
3125744468,1937,Fix govuln CI,rach-id,closed,True,9,11,20,2,True,"Copilot, copilot-swe-agent[bot]",
3125790678,2226,Possible off-by-one error in buffer handling during P/Invoke,brianrob,closed,True,3,2,5,0,True,copilot-swe-agent[bot],
3125817776,19011,[storage-queue] readme improvement,kristapratico,closed,True,3,0,3,0,True,copilot-swe-agent[bot],
3125826357,9742,"When only one resource is in the app host, we should default to that resource in the console logs page instead of [none]",maddymontaquila,closed,True,3,0,3,1,True,"Copilot, copilot-swe-agent[bot]",
3125834113,34736,[docs] remove `/en-us` part in links to microsoft docs site,jeremymeng,closed,True,4,0,4,2,True,"copilot-pull-request-reviewer[bot], Copilot",
3125848910,46000,[Breaking change]: Remove ymm embedded rounding from AVX10.2,khushal1996,closed,True,1,0,1,1,False,Copilot,
3125850603,1011,Emitting Declarations for React Components requires type annotation,paulobmarcos,closed,True,7,2,9,2,True,"Copilot, copilot-swe-agent[bot]",
3125876679,247,Update contributing guide,cassidoo,closed,True,2,0,2,0,True,copilot-pull-request-reviewer[bot],
3125942056,3714,The `reviewers` field in the `dependabot.yml` file will be removed soon.,rbtr,closed,True,2,0,2,2,False,azure-pipelines[bot],
3125954430,3716,Update the stale workflow,rbtr,closed,True,3,0,3,3,True,"github-actions[bot], Copilot, copilot-pull-request-reviewer[bot], azure-pipelines[bot], copilot-swe-agent[bot]",
3125976499,3718,Identify current CVE in ./go.mod,jpayne3506,closed,True,1,0,1,0,False,None,
3125979396,2175,Kick after opening a LAN lobby shortly after closing a LAN game.,Wirox,closed,True,5,0,5,3,False,Copilot,
3125981699,3720,Update ./go.mod on release/v1.5 branch,jpayne3506,closed,True,1,0,1,0,False,None,
3125996513,3722,Update README for image generation,jpayne3506,open,True,9,0,9,7,True,"github-actions[bot], Copilot, copilot-pull-request-reviewer[bot], azure-pipelines[bot], copilot-swe-agent[bot]",
3126001730,3724,Create unit test workflow for pull requests,jpayne3506,open,True,7,0,7,6,True,"github-actions[bot], Copilot, copilot-swe-agent[bot]",
3126016118,9747,Add  generic overload of WithEnvironment,davidfowl,closed,True,5,0,5,0,True,copilot-swe-agent[bot],
3226791643,191,Docker image not public,mattwatsonad,open,True,4,0,4,0,False,None,
3226805360,1735,finishReason length should still process fences,pelikhan,closed,True,2,1,3,0,False,None,
3226806559,1725,Allow to attach images for modifications in generateImage,sinedied,open,True,5,1,6,0,False,None,
3226808033,1737,"support `import { script, $ } from genaiscript",pelikhan,closed,True,4,1,5,0,False,None,
3226808853,1687,[FEATURE] Support replication (Global tables) ,marmor7,open,True,2,2,4,0,False,None,
3210830442,41928,[Copilot] generate SDK for https://github.com/Azure/azure-rest-api-specs/pull/35346,msyyc,closed,True,1,0,1,0,False,None,
3210834321,13203,Update trace-finding in lotus-shed miner fees & fees-inspect with a better top-down filter,rvagg,closed,True,3,0,3,0,True,"github-actions[bot], copilot-swe-agent[bot]",
3210836309,51114,Upgrade System.ClientModel to 1.5.0,live1206,closed,True,2,0,2,0,False,None,
3210844014,41928,[Copilot] generate SDK for https://github.com/Azure/azure-rest-api-specs/pull/35346,msyyc,closed,True,2,0,2,0,False,None,
3210878402,41928,[Copilot] generate SDK for https://github.com/Azure/azure-rest-api-specs/pull/35346,msyyc,closed,True,1,0,1,0,False,None,
3210885983,44039,Antd table performance issue when pagination is disabled and data set is > 100. This issue causes huge lag in row selection and page navigation. Issue occurred since 2019,AsuraKev,open,True,1,2,3,9,False,"coderabbitai[bot], cloudflare-workers-and-pages[bot], github-actions[bot], pkg-pr-new[bot], codecov[bot], bolt-new-by-stackblitz[bot]",
3210894434,41928,[Copilot] generate SDK for https://github.com/Azure/azure-rest-api-specs/pull/35346,msyyc,closed,True,2,0,2,0,False,None,
3210898758,1381,Retry logic if `create-team` fails,dylan-smith,closed,True,6,2,8,2,True,"github-actions[bot], copilot-swe-agent[bot]",
3210901044,170,"README lists ""Configure monitoring options"" command which does not exist",joshfree,closed,True,1,0,1,3,False,"korbit-ai[bot], codecov[bot]",
3210904150,50593,[Azure Mgmt Generator] Generate `ProviderConstants.cs`,ArcturusZhang,open,True,2,0,2,0,False,None,
3210960716,216,Graphs with minutes use 12 hour format,MarcelWaldvogel,open,True,5,3,8,5,False,"Copilot, azure-pipelines[bot]",
3210965204,229,Hover over style is wrong after recent changes,karpikpl,closed,True,3,0,3,1,False,Copilot,
3211069935,617,Allow Resource Group Option to be reused in child commands.,jongio,open,True,2,0,2,0,False,None,
3211097293,617,Allow Resource Group Option to be reused in child commands.,jongio,open,True,2,0,2,0,False,None,
3211101810,617,Allow Resource Group Option to be reused in child commands.,jongio,open,True,2,0,2,0,False,None,
3179735644,179,does not work with turborepo,10xCrazyHorse,closed,True,3,0,3,1,False,vercel[bot],
3179741354,4111,"[Task] Add ""Ecosystem"" section to README",avifenesh,closed,True,3,1,4,0,True,copilot-swe-agent[bot],
3179741870,143,Documentation review,KilledByAPixel,closed,True,4,0,4,2,False,Copilot,
3179745074,4073,[Inquiry] Java binding doesn't support alpine OS,adsouz-icims,open,True,1,0,1,0,False,None,
3179766264,3470,Random Ray Solver Bug When Multiple Point Sources in Same Source Region,jtramm,open,True,7,1,8,3,True,"Copilot, copilot-swe-agent[bot]",
3179782246,107,Stub files for empty modules with submodules won't be generated,konn,open,True,8,2,10,6,False,Copilot,
3179789341,6163,AADConditionalAccessPolicy: ExcludeExternalTenantsMembershipKind should not be '',bartvermeersch,open,True,2,1,3,0,False,None,
3179789638,3987,[Flaky Test][node] GlideClient › script is not removed while another instance exists - 0,avifenesh,open,True,4,5,9,0,False,None,
3179795816,10000,ResourceContainerImageBuilder should support setting additional arguments for `dotnet publish` built images,captainsafia,closed,True,8,9,17,5,True,"github-actions[bot], Copilot, copilot-swe-agent[bot]",
3179828414,287,Unable to Highlight Text When Renaming Clips or Boards,kurdin,open,True,3,0,3,1,False,changeset-bot[bot],
3179865924,11018,Client types should be highlighted in APIView,KrzysztofCwalina,open,True,3,0,3,0,True,copilot-swe-agent[bot],
3179895872,6230,Implement Microsoft365DSC resources for Terms of user Agreement in Entra Id,NikCharlebois,closed,True,2,0,2,0,False,None,
3179973928,40766,update health / typing completeness reports to check for pyproject.toml,kristapratico,closed,True,2,0,2,1,True,"copilot-pull-request-reviewer[bot], Copilot",
3179998444,132,Suggestions from Devin ,pavelzbornik,open,True,6,2,8,2,True,"sonarqubecloud[bot], github-advanced-security[bot]",
3180097892,6234,Implement Microsoft365DSC resources for Terms of Agreement in Entra Id,NikCharlebois,closed,True,1,0,1,0,False,None,
3180110990,6236,Implement Microsoft365DSC resources for Terms of Agreement in Entra Id,NikCharlebois,closed,True,1,0,1,0,False,None,
